post_text,category,tone
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,sad
"Moving up! Just got promoted at Google, and I couldn't be more grateful for the leadership that helped me grow into this role.",Promotion,confident
"Google is growing! We're hiring for roles in tech, product, and design. Let me know if you're curious.",Hiring,appreciative
"It's official I've been let go. If you know of roles for someone with experience in MLOps, I'd appreciate a shoutout.",Layoff,proud
"Day one at Zoho as an intern! A lot to learn, but I'm ready to absorb everything like a sponge.",Internship,appreciative
"Our first MVP failed, and it hurt. But it also revealed flaws in our workflow. Taking these lessons forward.",Project Reflection,confident
Just finished a workshop on MLOps. Already thinking of ways to apply this to my current projects.,Learning,motivating
Proud to be part of a project that actually made a difference. Launching FoodLens was no easy feat but we did it!,Team Success,confident
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,confident
"Didn't land the job at CRED, but I'm thankful for the journey. The interviews taught me more than I expected. Staying hopeful.",Rejection,confident
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,reflective
Proud to be part of a project that actually made a difference. Launching AutoHire was no easy feat but we did it!,Team Success,appreciative
Teamwork makes the dream work. Huge shoutout to the crew at Swiggy for delivering FoodLens right on time!,Team Success,sad
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,proud
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,grateful
"Moving up! Just got promoted at TCS, and I couldn't be more grateful for the leadership that helped me grow into this role.",Promotion,excited
We launched late and over budget. But we learned what not to do next time and that's worth something.,Project Reflection,confident
"Day one at Freshworks as an intern! A lot to learn, but I'm ready to absorb everything like a sponge.",Internship,confident
"It's official I've been let go. If you know of roles for someone with experience in Kubernetes, I'd appreciate a shoutout.",Layoff,grateful
One of my proudest moments passed the Google Data Analytics exam! Ready to leverage this knowledge in new projects.,Achievement,appreciative
Teamwork makes the dream work. Huge shoutout to the crew at TCS for delivering SmartPay right on time!,Team Success,regretful
Looking for a new challenge? My team at Microsoft is expanding drop me a message if you're open to roles.,Hiring,sad
We launched late and over budget. But we learned what not to do next time and that's worth something.,Project Reflection,motivating
"Can't believe I'm saying this: I've been promoted to ML Engineer at Razorpay! Hard work, patience, and a lot of coffee made this possible.",Promotion,appreciative
"Can't believe I'm saying this: I've been promoted to ML Engineer at Razorpay! Hard work, patience, and a lot of coffee made this possible.",Promotion,reflective
Just finished a workshop on Kubernetes. Already thinking of ways to apply this to my current projects.,Learning,motivating
"Day one at TCS as an intern! A lot to learn, but I'm ready to absorb everything like a sponge.",Internship,proud
We launched late and over budget. But we learned what not to do next time and that's worth something.,Project Reflection,proud
Promotion news: I'm stepping into a new role at Swiggy as a Business Analyst. Excited and ready for the challenge!,Promotion,excited
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,confident
"Another rejection, this time from Freshworks. But hey, rejection is redirection. Still standing, still learning. #Resilience",Rejection,neutral
"Didn't land the job at Paytm, but I'm thankful for the journey. The interviews taught me more than I expected. Staying hopeful.",Rejection,grateful
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,motivating
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,sad
"Another rejection, this time from Google. But hey, rejection is redirection. Still standing, still learning. #Resilience",Rejection,sad
"Another rejection, this time from Freshworks. But hey, rejection is redirection. Still standing, still learning. #Resilience",Rejection,regretful
"Didn't land the job at Paytm, but I'm thankful for the journey. The interviews taught me more than I expected. Staying hopeful.",Rejection,reflective
"Every time I think I've  got it', Design Thinking humbles me. The journey continues and I'm here for it.",Learning,sad
"Moving up! Just got promoted at Flipkart, and I couldn't be more grateful for the leadership that helped me grow into this role.",Promotion,proud
Starting a new chapter as a Business Analyst intern at Zoho. Excited for all the challenges and learnings ahead!,Internship,excited
Thrilled to kick off my internship with CRED. Hoping to make the most of every opportunity.,Internship,grateful
Our team crushed it with the FoodLens launch at Swiggy. Every late night and brainstorm paid off.,Team Success,grateful
Our team crushed it with the Plantifi launch at CRED. Every late night and brainstorm paid off.,Team Success,appreciative
Dove deep into Design Thinking last weekend and realized how much more there is to master. Forever a student.,Learning,sad
"We're actively hiring at Flipkart, and the culture here is unreal. DM me if you're looking for your next gig.",Hiring,regretful
Teamwork makes the dream work. Huge shoutout to the crew at Zoho for delivering FoodLens right on time!,Team Success,reflective
Our project didn't reach the finish line. But I'm proud of the team's grit and how we handled the chaos.,Project Reflection,sad
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,reflective
"Every time I think I've  got it', Design Thinking humbles me. The journey continues and I'm here for it.",Learning,excited
Proud to be part of a project that actually made a difference. Launching SmartPay was no easy feat but we did it!,Team Success,regretful
